epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
39,12731.7,1.1932,1.91541,1.60423,0.43295,0.62568,0.38645,0.26559,3.64627,2.22191,7.49108,0.000490161,0.000490161,0.000490161
40,13056.5,1.18422,1.92326,1.60001,0.50882,0.65665,0.50207,0.38079,3.54073,2.01908,7.00157,0.000484271,0.000484271,0.000484271
41,13381.6,1.18264,1.88578,1.59711,0.3581,0.55915,0.37104,0.29298,3.58067,2.26337,7.35934,0.00047838,0.00047838,0.00047838
42,13706.2,1.18032,1.90924,1.59218,0.50283,0.65673,0.49245,0.36647,3.59571,2.04149,7.26526,0.000472489,0.000472489,0.000472489
43,14030.9,1.18602,1.89488,1.59961,0.36531,0.70163,0.39241,0.29382,3.59283,2.06365,6.951,0.000466599,0.000466599,0.000466599
44,14356.1,1.18607,1.89687,1.60198,0.309,0.72536,0.46395,0.35198,3.62125,2.17603,7.18469,0.000460709,0.000460709,0.000460709
45,14681.1,1.18053,1.9102,1.59921,0.29146,0.64981,0.36072,0.26766,3.58669,2.08866,7.24235,0.000454818,0.000454818,0.000454818
46,15006,1.17445,1.87074,1.5847,0.38399,0.71249,0.45196,0.3132,3.63728,2.18768,7.56727,0.000448928,0.000448928,0.000448928
47,15331,1.18077,1.858,1.59001,0.46649,0.66834,0.44866,0.31959,3.65371,2.0654,7.62526,0.000443037,0.000443037,0.000443037
48,15655.9,1.15511,1.86914,1.57641,0.3951,0.77004,0.49576,0.35535,3.48511,2.06279,7.30523,0.000437147,0.000437147,0.000437147
49,15980.6,1.16553,1.87405,1.59199,0.42003,0.77517,0.52228,0.40655,3.49349,1.93966,7.19794,0.000431256,0.000431256,0.000431256
50,16305.4,1.1513,1.845,1.5701,0.41864,0.71836,0.47506,0.35611,3.5338,2.05364,7.41343,0.000425365,0.000425365,0.000425365
51,16630,1.13683,1.85108,1.56081,0.42137,0.70947,0.49677,0.3694,3.48283,1.98042,6.85307,0.000419475,0.000419475,0.000419475
52,16954.8,1.14674,1.8226,1.56776,0.37978,0.69189,0.42297,0.31054,3.55648,2.11021,7.17333,0.000413584,0.000413584,0.000413584
53,17279.4,1.14817,1.8401,1.57241,0.45887,0.73487,0.57993,0.44721,3.60812,2.00053,7.32208,0.000407694,0.000407694,0.000407694
54,17608.2,1.13804,1.80537,1.56403,0.31953,0.68578,0.47621,0.36391,3.531,2.09406,7.45459,0.000401804,0.000401804,0.000401804
55,17933.4,1.14356,1.82585,1.56226,0.3756,0.68239,0.44113,0.32508,3.57857,2.12928,7.39575,0.000395913,0.000395913,0.000395913
56,18258.3,1.13103,1.81961,1.55393,0.47835,0.75135,0.5347,0.4176,3.49755,1.99389,7.10386,0.000390023,0.000390023,0.000390023
57,18583.2,1.12762,1.81189,1.55612,0.46529,0.73955,0.52777,0.38189,3.53517,2.08283,7.0454,0.000384132,0.000384132,0.000384132
58,18908.1,1.11985,1.77476,1.55528,0.37736,0.73377,0.41421,0.30834,3.55839,2.0502,7.69283,0.000378242,0.000378242,0.000378242
59,19233.1,1.13709,1.80157,1.56006,0.45141,0.75538,0.55245,0.41498,3.50224,1.98131,7.42997,0.000372351,0.000372351,0.000372351
60,19558.2,1.12312,1.76283,1.53649,0.41558,0.72035,0.54442,0.41742,3.56628,1.9491,7.42202,0.00036646,0.00036646,0.00036646
61,19883.2,1.11336,1.76975,1.54766,0.40572,0.8016,0.52848,0.39022,3.54097,1.87194,7.50623,0.00036057,0.00036057,0.00036057
62,20208,1.1081,1.7567,1.53901,0.41122,0.80215,0.54117,0.4112,3.53948,1.95873,8.09719,0.00035468,0.00035468,0.00035468
63,20533.2,1.10345,1.76704,1.53845,0.42657,0.73009,0.50903,0.3788,3.55387,2.12383,7.97122,0.000348789,0.000348789,0.000348789
64,20858.4,1.10011,1.74106,1.52865,0.44737,0.74273,0.54126,0.40637,3.52889,1.94431,7.60194,0.000342899,0.000342899,0.000342899
65,21183.3,1.10784,1.77463,1.53865,0.41125,0.74223,0.47838,0.36621,3.54637,1.98506,7.86954,0.000337008,0.000337008,0.000337008
66,21508.5,1.08223,1.73163,1.5241,0.44816,0.74282,0.51773,0.38435,3.51405,1.993,7.77875,0.000331118,0.000331118,0.000331118
67,21833.4,1.08027,1.69872,1.51788,0.43005,0.70089,0.50324,0.38806,3.50982,1.96726,7.83411,0.000325227,0.000325227,0.000325227
68,22158,1.09281,1.71123,1.52339,0.41539,0.73422,0.50991,0.37714,3.54934,1.98023,7.93944,0.000319336,0.000319336,0.000319336
69,22482.6,1.07628,1.68574,1.50704,0.41803,0.77251,0.57302,0.4387,3.54053,1.92395,7.91605,0.000313446,0.000313446,0.000313446
70,22807,1.08349,1.71058,1.52006,0.42391,0.76974,0.52036,0.38717,3.50838,1.95161,7.5666,0.000307555,0.000307555,0.000307555
71,23131.4,1.07644,1.67353,1.50921,0.46385,0.78512,0.54248,0.41068,3.56831,1.96032,8.00769,0.000301665,0.000301665,0.000301665
72,23455.9,1.07068,1.67643,1.50481,0.4542,0.77372,0.58666,0.45069,3.53279,2.00929,8.13822,0.000295775,0.000295775,0.000295775
73,23780.5,1.05497,1.67139,1.4988,0.48324,0.7454,0.59297,0.44283,3.53299,1.95436,7.95569,0.000289884,0.000289884,0.000289884
74,24105.2,1.0682,1.66673,1.49715,0.42962,0.78895,0.55849,0.42831,3.4669,1.83722,7.94356,0.000283994,0.000283994,0.000283994
75,24429.8,1.07133,1.69143,1.49908,0.45082,0.75396,0.56418,0.43872,3.48811,1.96006,7.70422,0.000278103,0.000278103,0.000278103
76,24769.7,1.06606,1.69554,1.50302,0.46242,0.70293,0.50737,0.38677,3.52463,1.96663,7.75767,0.000272212,0.000272212,0.000272212
77,25095.7,1.05631,1.6698,1.49901,0.44172,0.73374,0.53702,0.40528,3.50294,1.95159,7.44913,0.000266322,0.000266322,0.000266322
78,25420.5,1.04023,1.65269,1.48521,0.41493,0.67104,0.53479,0.39439,3.5709,1.98658,7.76163,0.000260431,0.000260431,0.000260431
79,25745.1,1.0433,1.63185,1.4805,0.48467,0.73298,0.55865,0.43201,3.53241,1.91019,7.83953,0.000254541,0.000254541,0.000254541
80,26070.1,1.06298,1.66529,1.4955,0.43392,0.73913,0.51916,0.39317,3.55701,1.97284,8.08723,0.000248651,0.000248651,0.000248651
81,26394.7,1.04841,1.62818,1.48755,0.42904,0.74781,0.56412,0.42874,3.53735,1.9578,8.21978,0.00024276,0.00024276,0.00024276
82,26719.1,1.03644,1.66751,1.48484,0.42644,0.76646,0.50845,0.39232,3.58542,1.95093,8.13004,0.000236869,0.000236869,0.000236869
83,27043.7,1.0388,1.62402,1.48097,0.4168,0.75737,0.47771,0.36528,3.52711,2.0456,8.06735,0.000230979,0.000230979,0.000230979
84,27368.3,1.03979,1.64215,1.49048,0.4365,0.72719,0.51572,0.39541,3.53941,1.952,8.13954,0.000225089,0.000225089,0.000225089
85,27692.9,1.02475,1.64494,1.48363,0.44248,0.75815,0.53265,0.41336,3.50666,1.93656,8.037,0.000219198,0.000219198,0.000219198
86,28017.7,1.0309,1.62558,1.47282,0.42514,0.77058,0.57942,0.44488,3.47964,1.85123,7.60962,0.000213307,0.000213307,0.000213307
87,28342.5,1.02645,1.5982,1.46814,0.4329,0.70531,0.52676,0.40122,3.49564,1.88235,7.78126,0.000207417,0.000207417,0.000207417
88,28667.5,1.02989,1.60241,1.47119,0.39828,0.77558,0.52828,0.39337,3.56471,1.94375,7.9139,0.000201527,0.000201527,0.000201527
89,28992.3,1.01051,1.5778,1.45127,0.47508,0.66716,0.61696,0.46416,3.54989,1.83388,8.02306,0.000195636,0.000195636,0.000195636
90,29317,1.01386,1.56406,1.45924,0.43616,0.72651,0.49744,0.37532,3.5563,2.00801,8.00072,0.000189745,0.000189745,0.000189745
91,29641.9,1.0092,1.58091,1.45459,0.42395,0.74794,0.5051,0.39157,3.51724,1.9055,7.90184,0.000183855,0.000183855,0.000183855
92,29966.4,0.99799,1.58989,1.45792,0.40198,0.72828,0.4903,0.36458,3.55291,2.02836,7.93002,0.000177965,0.000177965,0.000177965
93,30291.2,1.01276,1.6089,1.47066,0.41125,0.80585,0.51267,0.36144,3.54033,1.9683,7.91376,0.000172074,0.000172074,0.000172074
94,30616.1,0.9963,1.56964,1.4506,0.40733,0.7721,0.50785,0.38108,3.52939,1.94742,7.7485,0.000166183,0.000166183,0.000166183
95,30940.8,1.0102,1.57115,1.45412,0.42162,0.69947,0.5286,0.41155,3.52677,1.96715,7.92716,0.000160293,0.000160293,0.000160293
96,31265.3,1.00571,1.57005,1.45236,0.41922,0.78285,0.56413,0.43635,3.54979,1.94841,8.0349,0.000154403,0.000154403,0.000154403
97,31589.9,0.98718,1.56997,1.44293,0.40372,0.79501,0.53672,0.39725,3.57249,1.97625,7.91717,0.000148512,0.000148512,0.000148512
98,31914.5,0.98554,1.57979,1.44242,0.45506,0.71845,0.59347,0.46016,3.55724,1.93014,7.97097,0.000142621,0.000142621,0.000142621
99,32239.4,0.98968,1.55518,1.4478,0.4418,0.74173,0.54621,0.4244,3.50626,1.93692,7.92927,0.000136731,0.000136731,0.000136731
100,32564.4,0.98903,1.55329,1.44436,0.4643,0.74263,0.55406,0.42174,3.55882,1.88413,7.95445,0.000130841,0.000130841,0.000130841
101,32889.3,0.9878,1.55134,1.44851,0.45816,0.73166,0.56284,0.43952,3.54004,1.98147,7.91287,0.00012495,0.00012495,0.00012495
102,33214.1,0.97587,1.54092,1.4348,0.43352,0.76394,0.56717,0.44054,3.53436,1.946,8.01591,0.00011906,0.00011906,0.00011906
103,33538.6,0.97969,1.54389,1.44335,0.41135,0.76643,0.53812,0.42639,3.56102,2.00117,7.98616,0.000113169,0.000113169,0.000113169
104,33863.4,0.96712,1.54571,1.43865,0.43073,0.76071,0.5458,0.42344,3.53117,1.99877,8.01476,0.000107279,0.000107279,0.000107279
105,34188.8,0.97429,1.52467,1.43126,0.40599,0.74636,0.54994,0.42055,3.5391,1.98226,8.22966,0.000101388,0.000101388,0.000101388
106,34513.4,0.96343,1.54169,1.43531,0.4385,0.76141,0.57601,0.4581,3.52563,1.92705,8.07323,9.54975e-05,9.54975e-05,9.54975e-05
107,34838.3,0.95967,1.53479,1.42023,0.38154,0.69895,0.5235,0.41085,3.54245,1.98801,8.0566,8.9607e-05,8.9607e-05,8.9607e-05
108,35163.5,0.97459,1.55119,1.43019,0.40884,0.76447,0.53988,0.42752,3.51885,2.01112,8.06655,8.37165e-05,8.37165e-05,8.37165e-05
109,35488.1,0.96157,1.51843,1.42416,0.41418,0.69965,0.54093,0.44168,3.52042,1.97744,7.99426,7.7826e-05,7.7826e-05,7.7826e-05
110,35813,0.96042,1.52317,1.42708,0.4026,0.7624,0.52139,0.41493,3.52504,2.01763,8.02049,7.19355e-05,7.19355e-05,7.19355e-05
111,36135.2,0.73684,1.21135,1.29945,0.36611,0.85244,0.50478,0.38567,3.55513,2.15652,7.85258,6.6045e-05,6.6045e-05,6.6045e-05
112,36464.2,0.70373,1.07789,1.27803,0.36547,0.79835,0.52542,0.4064,3.54656,2.04916,8.05621,6.01545e-05,6.01545e-05,6.01545e-05
113,36806.9,0.69853,1.05404,1.27445,0.40336,0.71363,0.52029,0.40372,3.56383,2.01232,8.24098,5.4264e-05,5.4264e-05,5.4264e-05
114,37145.1,0.66396,1.01528,1.2452,0.39041,0.7227,0.52084,0.41136,3.55005,2.01191,8.23164,4.83735e-05,4.83735e-05,4.83735e-05
115,37482.4,0.67489,1.0262,1.24985,0.39866,0.72286,0.55418,0.44492,3.52928,1.98096,8.24981,4.2483e-05,4.2483e-05,4.2483e-05
116,37820.2,0.66327,1.01455,1.24616,0.38412,0.78963,0.52542,0.41551,3.55418,2.00348,8.32715,3.65925e-05,3.65925e-05,3.65925e-05
117,38157.5,0.65117,0.99479,1.23372,0.4205,0.67773,0.53349,0.42021,3.53432,2.00652,8.33069,3.0702e-05,3.0702e-05,3.0702e-05
118,38494.6,0.65235,0.99266,1.23322,0.38584,0.73448,0.52945,0.42573,3.5358,2.00164,8.30144,2.48115e-05,2.48115e-05,2.48115e-05
119,38832,0.64747,0.98645,1.23218,0.38318,0.73935,0.51787,0.41034,3.53396,1.99332,8.31979,1.8921e-05,1.8921e-05,1.8921e-05
120,39169.1,0.64092,0.99242,1.22639,0.38842,0.73507,0.53152,0.42433,3.54226,1.97923,8.38047,1.30305e-05,1.30305e-05,1.30305e-05
