epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
19,3806.99,1.40277,2.53276,1.77987,0.29542,0.36752,0.29224,0.1787,3.59715,2.92554,6.06973,0.000501942,0.000501942,0.000501942
20,4006.85,1.38876,2.52325,1.76677,0.51938,0.29417,0.36694,0.22791,3.56794,2.64071,6.08014,0.000490161,0.000490161,0.000490161
21,4206.29,1.39947,2.529,1.77332,0.45671,0.41125,0.38775,0.24343,3.54162,2.6674,6.09871,0.00047838,0.00047838,0.00047838
22,4405.99,1.37152,2.48991,1.74526,0.27268,0.38868,0.31167,0.18811,3.54523,2.56051,5.92319,0.000466599,0.000466599,0.000466599
23,4605.57,1.34856,2.45718,1.74991,0.3813,0.38604,0.35083,0.22261,3.53769,2.62564,6.10071,0.000454818,0.000454818,0.000454818
24,4805.16,1.36985,2.43968,1.74337,0.36022,0.40115,0.402,0.23606,3.47174,2.529,5.9296,0.000443037,0.000443037,0.000443037
25,5004.92,1.34329,2.38322,1.72356,0.41834,0.35867,0.28959,0.18375,3.50508,2.52361,6.19133,0.000431256,0.000431256,0.000431256
26,5204.57,1.33075,2.40722,1.7206,0.37831,0.4754,0.40768,0.23463,3.68319,2.51518,6.55722,0.000419475,0.000419475,0.000419475
27,5404.07,1.31231,2.36623,1.70622,0.44542,0.41208,0.43115,0.30555,3.48614,2.55787,6.04028,0.000407694,0.000407694,0.000407694
28,5603.54,1.32905,2.39368,1.72281,0.46994,0.44229,0.49509,0.3383,3.51447,2.40929,6.43677,0.000395913,0.000395913,0.000395913
29,5803.33,1.30733,2.33023,1.70399,0.36309,0.52684,0.42887,0.28378,3.45204,2.3317,6.39905,0.000384132,0.000384132,0.000384132
30,6002.92,1.30609,2.30423,1.6974,0.33925,0.53571,0.39227,0.26359,3.58095,2.36731,6.16723,0.000372351,0.000372351,0.000372351
31,6202.4,1.31613,2.29774,1.69438,0.416,0.44604,0.31491,0.20268,3.49825,2.70301,6.51832,0.00036057,0.00036057,0.00036057
32,6401.84,1.3185,2.30127,1.71132,0.25861,0.55147,0.36951,0.23658,3.50877,2.37495,6.43043,0.000348789,0.000348789,0.000348789
33,6601.35,1.28524,2.27437,1.68049,0.285,0.50519,0.40962,0.28189,3.43342,2.3347,5.76591,0.000337008,0.000337008,0.000337008
34,6801.1,1.28723,2.28105,1.68176,0.27624,0.60659,0.40517,0.26857,3.50425,2.47142,6.21294,0.000325227,0.000325227,0.000325227
35,7000.6,1.27808,2.23601,1.67407,0.62093,0.51312,0.61922,0.43592,3.53252,2.18003,6.07637,0.000313446,0.000313446,0.000313446
36,7200.37,1.2654,2.2279,1.66721,0.43863,0.57854,0.5309,0.3588,3.60228,2.34388,6.30986,0.000301665,0.000301665,0.000301665
37,7399.78,1.27111,2.2257,1.67228,0.37317,0.59229,0.52643,0.36512,3.46542,2.29146,6.19963,0.000289884,0.000289884,0.000289884
38,7599.7,1.25475,2.17856,1.65562,0.506,0.56109,0.56336,0.39685,3.58627,2.38863,6.63613,0.000278103,0.000278103,0.000278103
39,7799.16,1.24676,2.15448,1.65595,0.39784,0.68158,0.52506,0.38427,3.43944,2.18383,6.68369,0.000266322,0.000266322,0.000266322
40,7998.68,1.23335,2.13392,1.62646,0.39108,0.66461,0.51736,0.3455,3.51142,2.3484,6.54378,0.000254541,0.000254541,0.000254541
41,8198.08,1.24069,2.14714,1.64409,0.39805,0.56548,0.52988,0.36616,3.49772,2.16738,6.50957,0.00024276,0.00024276,0.00024276
42,8397.63,1.22555,2.12151,1.63654,0.46474,0.64055,0.55638,0.38079,3.47075,2.18168,6.40702,0.000230979,0.000230979,0.000230979
43,8597.17,1.22812,2.11448,1.63293,0.4314,0.63977,0.60002,0.41626,3.50282,2.29921,6.54181,0.000219198,0.000219198,0.000219198
44,8796.58,1.20279,2.10448,1.61806,0.44137,0.62343,0.5661,0.39562,3.48089,2.20108,6.32588,0.000207417,0.000207417,0.000207417
45,8995.86,1.19461,2.05472,1.60651,0.4799,0.60392,0.59741,0.42341,3.42233,2.12224,6.5058,0.000195636,0.000195636,0.000195636
46,9195.36,1.20333,2.09019,1.61491,0.42903,0.62316,0.5692,0.39391,3.39071,2.16242,6.25548,0.000183855,0.000183855,0.000183855
47,9394.99,1.1782,2.04008,1.59668,0.52793,0.55442,0.56649,0.40183,3.42848,2.18786,6.35007,0.000172074,0.000172074,0.000172074
48,9594.54,1.19482,2.03576,1.61288,0.4625,0.56245,0.54817,0.39671,3.45205,2.24954,6.4761,0.000160293,0.000160293,0.000160293
49,9793.76,1.17987,2.03382,1.59355,0.54097,0.55256,0.51839,0.36744,3.43664,2.22528,6.33482,0.000148512,0.000148512,0.000148512
50,9993.11,1.17823,2.00937,1.58674,0.4578,0.56475,0.52877,0.37602,3.46342,2.19879,6.48053,0.000136731,0.000136731,0.000136731
51,10190.9,0.93685,1.71338,1.45847,0.53567,0.58049,0.60312,0.43869,3.45847,2.16359,6.59115,0.00012495,0.00012495,0.00012495
52,10388.7,0.85903,1.53507,1.40813,0.42692,0.6049,0.52271,0.38278,3.39291,2.26072,6.41993,0.000113169,0.000113169,0.000113169
53,10586.4,0.83791,1.48521,1.38325,0.54291,0.5925,0.59963,0.43353,3.44758,2.2639,6.72376,0.000101388,0.000101388,0.000101388
54,10784.2,0.8331,1.44629,1.37135,0.39592,0.64938,0.59773,0.44418,3.38364,2.22126,6.69431,8.9607e-05,8.9607e-05,8.9607e-05
55,10981.9,0.83142,1.44877,1.37488,0.46507,0.56493,0.582,0.43113,3.45578,2.25631,6.81304,7.7826e-05,7.7826e-05,7.7826e-05
56,11180,0.81034,1.40725,1.36132,0.43221,0.69147,0.59101,0.44386,3.38796,2.20422,6.73963,6.6045e-05,6.6045e-05,6.6045e-05
57,11377.9,0.81269,1.38694,1.36102,0.42287,0.6009,0.5031,0.36478,3.46178,2.239,6.83078,5.4264e-05,5.4264e-05,5.4264e-05
58,11575.7,0.78207,1.37226,1.33268,0.40334,0.64236,0.54862,0.39885,3.45058,2.21251,6.83692,4.2483e-05,4.2483e-05,4.2483e-05
59,11773.4,0.77288,1.36268,1.32789,0.46083,0.54698,0.55875,0.41149,3.44344,2.21074,6.84873,3.0702e-05,3.0702e-05,3.0702e-05
60,11971.1,0.78844,1.37225,1.34019,0.43466,0.58757,0.56601,0.41268,3.4612,2.2019,6.91832,1.8921e-05,1.8921e-05,1.8921e-05
