epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
44,12904,1.43569,2.59397,1.78744,0.67868,0.20163,0.18934,0.12809,3.73884,3.51724,7.45132,0.0064525,0.0064525,0.0064525
45,13193.9,1.40535,2.57089,1.77387,0.65855,0.19866,0.14171,0.09408,3.76803,3.95921,7.40991,0.00637,0.00637,0.00637
46,13483.5,1.41448,2.5621,1.77844,0.73725,0.1738,0.17053,0.11104,3.86253,3.39168,7.03625,0.0062875,0.0062875,0.0062875
47,13773.1,1.42567,2.56581,1.77936,0.79539,0.14462,0.19271,0.12474,3.79693,3.31449,7.53968,0.006205,0.006205,0.006205
48,14062.8,1.41552,2.5497,1.76063,0.27619,0.25487,0.1387,0.09603,3.92443,3.17797,7.30277,0.0061225,0.0061225,0.0061225
49,14352.4,1.40739,2.54885,1.772,0.60602,0.25304,0.20943,0.14234,3.83152,3.26236,7.15135,0.00604,0.00604,0.00604
50,14642,1.41519,2.54813,1.77409,0.79776,0.14985,0.20173,0.13741,3.77757,3.65098,6.95663,0.0059575,0.0059575,0.0059575
51,14931.5,1.40067,2.53956,1.75774,0.62622,0.24595,0.20487,0.14199,3.82243,3.22841,7.38494,0.005875,0.005875,0.005875
52,15220.9,1.38903,2.55297,1.74757,0.83462,0.14564,0.18066,0.12929,3.77733,3.21855,6.8951,0.0057925,0.0057925,0.0057925
53,15510.4,1.37622,2.54363,1.74617,0.59945,0.26786,0.16274,0.11411,3.75856,3.32909,7.32666,0.00571,0.00571,0.00571
54,15800.2,1.39212,2.55549,1.75753,0.56638,0.25716,0.17482,0.12018,3.73222,3.11487,7.29575,0.0056275,0.0056275,0.0056275
55,16089.8,1.38572,2.53622,1.75139,0.36046,0.30174,0.21993,0.13742,3.86843,3.16367,7.2506,0.005545,0.005545,0.005545
56,16379.1,1.38567,2.51582,1.75478,0.69055,0.2028,0.19165,0.13527,3.74987,3.00962,7.42312,0.0054625,0.0054625,0.0054625
57,16668.9,1.36227,2.50066,1.73109,0.69672,0.20219,0.20023,0.13889,3.74975,2.93552,6.99395,0.00538,0.00538,0.00538
58,16958.4,1.35507,2.50322,1.73847,0.52064,0.28304,0.21251,0.1459,3.86097,2.85461,7.33472,0.0052975,0.0052975,0.0052975
59,17248,1.37688,2.49061,1.73884,0.63616,0.26706,0.18511,0.12893,3.78138,3.4721,7.03074,0.005215,0.005215,0.005215
60,17537.7,1.36609,2.46299,1.73956,0.49578,0.28703,0.16314,0.10194,3.79977,3.03776,7.08351,0.0051325,0.0051325,0.0051325
61,17827.1,1.3588,2.46675,1.72861,0.71052,0.12914,0.16991,0.11457,3.76737,3.0295,6.85436,0.00505,0.00505,0.00505
62,18116.6,1.34458,2.45889,1.72464,0.54612,0.30712,0.23719,0.16955,3.73415,3.42549,6.96502,0.0049675,0.0049675,0.0049675
63,18406.5,1.37645,2.49023,1.74273,0.43589,0.30936,0.20325,0.13419,3.72328,2.86529,6.97065,0.004885,0.004885,0.004885
64,18696.1,1.34271,2.44714,1.71667,0.65937,0.31857,0.26533,0.18335,3.74571,2.98183,7.31661,0.0048025,0.0048025,0.0048025
65,18985.7,1.34157,2.46984,1.71878,0.64066,0.33094,0.22279,0.15913,3.77563,3.31564,7.31261,0.00472,0.00472,0.00472
66,19275.1,1.34979,2.47904,1.72466,0.61299,0.29288,0.18,0.12033,3.75026,3.1676,7.32289,0.0046375,0.0046375,0.0046375
67,19564.8,1.34101,2.4611,1.71971,0.50478,0.27467,0.1732,0.12218,3.75884,2.99454,6.87936,0.004555,0.004555,0.004555
68,19854.2,1.35074,2.4474,1.7213,0.36402,0.31615,0.21086,0.14742,3.80818,2.85502,7.29052,0.0044725,0.0044725,0.0044725
69,20143.7,1.34299,2.41669,1.70803,0.6225,0.3363,0.23134,0.16244,3.81251,2.81413,6.96327,0.00439,0.00439,0.00439
70,20433.3,1.3298,2.43345,1.71253,0.52741,0.30974,0.199,0.13676,3.73014,2.76671,7.23746,0.0043075,0.0043075,0.0043075
71,20722.9,1.3344,2.43759,1.7119,0.53281,0.33829,0.23408,0.16386,3.77238,2.83649,7.53665,0.004225,0.004225,0.004225
72,21012.4,1.33847,2.43068,1.7101,0.56219,0.29569,0.21174,0.1436,3.72735,2.85728,7.13289,0.0041425,0.0041425,0.0041425
73,21302.1,1.31663,2.40643,1.69774,0.71198,0.25699,0.2154,0.16113,3.75243,2.76637,7.58162,0.00406,0.00406,0.00406
74,21591.9,1.3256,2.41507,1.69972,0.32486,0.32121,0.19624,0.13941,3.68827,2.57667,6.88387,0.0039775,0.0039775,0.0039775
75,21881.6,1.31716,2.40339,1.70589,0.51988,0.36077,0.26949,0.19352,3.7392,2.80515,7.26028,0.003895,0.003895,0.003895
76,22171.5,1.31803,2.4155,1.70433,0.4462,0.31747,0.22547,0.16377,3.71917,2.66739,7.11469,0.0038125,0.0038125,0.0038125
77,22461.2,1.31782,2.41014,1.69765,0.52535,0.33186,0.23129,0.15936,3.75734,2.7263,7.50778,0.00373,0.00373,0.00373
78,22750.8,1.33247,2.42822,1.70505,0.46471,0.32168,0.21802,0.15584,3.77868,2.77469,7.28456,0.0036475,0.0036475,0.0036475
79,23040.7,1.32808,2.40863,1.70526,0.34692,0.32824,0.20865,0.14749,3.68753,2.72007,7.43796,0.003565,0.003565,0.003565
80,23330.4,1.29882,2.38247,1.67058,0.35262,0.33786,0.24233,0.16607,3.71033,2.72598,7.32828,0.0034825,0.0034825,0.0034825
81,23635.4,1.3116,2.37827,1.68388,0.42775,0.34424,0.21387,0.14658,3.69544,2.63364,7.20789,0.0034,0.0034,0.0034
82,23925.7,1.29334,2.35649,1.66991,0.34685,0.32051,0.22394,0.15814,3.69994,2.80675,7.28061,0.0033175,0.0033175,0.0033175
83,24215.1,1.32126,2.35904,1.69092,0.34082,0.37917,0.24295,0.16648,3.74414,2.71424,7.40834,0.003235,0.003235,0.003235
84,24504.7,1.28436,2.32722,1.6665,0.47653,0.29279,0.26955,0.1946,3.69206,2.68852,7.35787,0.0031525,0.0031525,0.0031525
85,24794.4,1.28468,2.33609,1.66648,0.63929,0.31205,0.21289,0.15461,3.65939,2.73663,7.32948,0.00307,0.00307,0.00307
86,25083.8,1.27412,2.33479,1.66863,0.45741,0.39776,0.26048,0.18234,3.67703,2.56662,7.22065,0.0029875,0.0029875,0.0029875
87,25373.1,1.27764,2.32863,1.66954,0.65992,0.33806,0.28337,0.19924,3.71811,2.66679,7.39039,0.002905,0.002905,0.002905
88,25662.7,1.2907,2.33837,1.67737,0.37171,0.34775,0.23089,0.16354,3.66995,2.62388,6.97033,0.0028225,0.0028225,0.0028225
89,25952,1.27092,2.30697,1.66277,0.43552,0.32473,0.21295,0.14874,3.70356,2.63916,7.22891,0.00274,0.00274,0.00274
90,26241.5,1.2867,2.32324,1.67433,0.44731,0.41527,0.29058,0.19768,3.70011,2.64129,7.21289,0.0026575,0.0026575,0.0026575
91,26531.3,1.27911,2.31182,1.65818,0.52991,0.36382,0.23177,0.15797,3.68457,2.64011,7.38363,0.002575,0.002575,0.002575
92,26820.9,1.2919,2.32033,1.67176,0.48203,0.36139,0.21496,0.15359,3.67646,2.64665,7.38659,0.0024925,0.0024925,0.0024925
93,27110.7,1.28322,2.32267,1.67437,0.5243,0.35903,0.2572,0.18205,3.66118,2.52933,7.44044,0.00241,0.00241,0.00241
94,27400.3,1.27337,2.29863,1.66704,0.20234,0.39742,0.22895,0.16483,3.64896,2.61174,7.45692,0.0023275,0.0023275,0.0023275
95,27690.1,1.28701,2.30961,1.67248,0.66653,0.34511,0.27335,0.19645,3.64704,2.54426,7.37986,0.002245,0.002245,0.002245
96,27979.6,1.27823,2.29362,1.66491,0.40231,0.3813,0.29789,0.20887,3.63763,2.49108,7.43698,0.0021625,0.0021625,0.0021625
97,28269,1.2803,2.31685,1.67024,0.42246,0.40311,0.27206,0.19663,3.66776,2.59945,7.56612,0.00208,0.00208,0.00208
98,28559.1,1.25266,2.27586,1.64915,0.38671,0.3741,0.26345,0.18772,3.63561,2.46891,7.38026,0.0019975,0.0019975,0.0019975
99,28848.7,1.2661,2.31298,1.65731,0.41856,0.38916,0.26731,0.19372,3.62289,2.54998,7.24528,0.001915,0.001915,0.001915
100,29138.1,1.25288,2.2797,1.64567,0.34065,0.41406,0.32574,0.2345,3.65642,2.51234,7.49228,0.0018325,0.0018325,0.0018325
101,29427.9,1.24093,2.25862,1.64435,0.38645,0.35263,0.25949,0.18545,3.64986,2.58227,7.6033,0.00175,0.00175,0.00175
102,29717.1,1.26348,2.2952,1.65073,0.33477,0.42579,0.29231,0.20891,3.67759,2.47788,7.61427,0.0016675,0.0016675,0.0016675
103,30006.6,1.24248,2.25586,1.6319,0.45362,0.40319,0.26999,0.19134,3.668,2.48309,7.74497,0.001585,0.001585,0.001585
104,30296.2,1.24548,2.26165,1.63958,0.31041,0.42274,0.26683,0.19757,3.63969,2.45624,7.49138,0.0015025,0.0015025,0.0015025
105,30585.7,1.2527,2.27069,1.63937,0.36458,0.38862,0.27033,0.20091,3.63186,2.44878,7.36393,0.00142,0.00142,0.00142
106,30875,1.23471,2.25974,1.63529,0.31023,0.42468,0.27837,0.20792,3.61793,2.47056,7.54204,0.0013375,0.0013375,0.0013375
107,31164.4,1.23553,2.22268,1.64314,0.27906,0.41864,0.3022,0.22041,3.62578,2.50135,7.76124,0.001255,0.001255,0.001255
108,31454.1,1.24866,2.26447,1.64837,0.28655,0.42414,0.30168,0.22023,3.62957,2.49174,7.66141,0.0011725,0.0011725,0.0011725
109,31743.8,1.2327,2.24486,1.63528,0.40643,0.42613,0.28605,0.21219,3.64819,2.49504,7.61244,0.00109,0.00109,0.00109
110,32033.5,1.23919,2.25164,1.64078,0.50884,0.38242,0.28913,0.20936,3.65984,2.46677,7.63755,0.0010075,0.0010075,0.0010075
111,32320.5,1.02762,2.067,1.53842,0.49632,0.42748,0.29698,0.22233,3.65006,2.60074,7.83444,0.000925,0.000925,0.000925
112,32607.7,1.00355,1.89687,1.50906,0.4959,0.46699,0.32901,0.25123,3.58096,2.4434,7.51776,0.0008425,0.0008425,0.0008425
113,32895.1,0.98692,1.83186,1.49459,0.48929,0.3953,0.32179,0.25017,3.56942,2.38136,7.55998,0.00076,0.00076,0.00076
114,33182.3,0.98708,1.81901,1.5003,0.4752,0.42815,0.31687,0.2461,3.59031,2.34223,7.65291,0.0006775,0.0006775,0.0006775
115,33469.9,0.98028,1.79209,1.49348,0.49368,0.39967,0.28849,0.2223,3.59953,2.36203,7.77503,0.000595,0.000595,0.000595
116,33757,0.98918,1.77797,1.50027,0.47218,0.44231,0.27578,0.21295,3.59895,2.33936,7.77779,0.0005125,0.0005125,0.0005125
117,34044.3,0.98512,1.79538,1.49541,0.38636,0.42596,0.30239,0.23172,3.58639,2.3148,7.77981,0.00043,0.00043,0.00043
118,34331.5,0.96551,1.758,1.48011,0.48388,0.39845,0.30526,0.23478,3.59768,2.32727,7.90003,0.0003475,0.0003475,0.0003475
119,34618.8,0.96999,1.75525,1.49217,0.37281,0.40704,0.30385,0.23344,3.58692,2.30846,7.86484,0.000265,0.000265,0.000265
120,34906,0.96307,1.74209,1.47743,0.21039,0.4485,0.30772,0.23567,3.59777,2.31263,7.90116,0.0001825,0.0001825,0.0001825
